,0
0,0.6425762522934934
1,0.11197660326303924
2,0.06243534069244823
3,0.029496494438415025
4,0.02220919258510418
5,0.019927017681434435
6,0.015668152760512075
7,0.010029658262409473
8,0.00895230116144016
9,0.007104909189999312
10,0.00647200575054626
11,0.005437611035606813
12,0.005399347061913117
13,0.00385410860310219
14,0.0037190521255484965
15,0.0032135307231939986
16,0.003130443150460089
17,0.0028404526868742496
18,0.0026193760902937114
19,0.0025314035038667177
20,0.002303589924174845
21,0.0021626517917100693
22,0.001847296559298338
23,0.0016696956369612961
24,0.0016035188398938738
25,0.001481318007083811
26,0.0012800454996563524
27,0.0011679953316856696
28,0.0011408710492408995
29,0.0010676567286573564
30,0.0009588791227850417
31,0.0009305579783130028
32,0.0008695896304031208
33,0.0008310312064706289
34,0.0007467059963147909
35,0.0007042837521522172
36,0.0006811801505587546
37,0.0006415970973029807
38,0.0005970897216661679
39,0.000550982401565192
40,0.0005133060495288688
41,0.0004579332399300024
42,0.00045457089283409475
43,0.00042951133540903923
44,0.0003920911882593809
45,0.00037632653107138507
46,0.0003698754629723196
47,0.00034599846953280026
48,0.000331378460014129
49,0.0003241651557254081
50,0.0003173015142825201
51,0.0002816883558967505
52,0.0002778437789602667
53,0.0002676088943493863
54,0.0002653503087294317
55,0.00024614982725717024
56,0.00023043243021874562
57,0.00021895618978662364
58,0.00021737858676648667
59,0.00019960912732855504
60,0.00018305621159058332
61,0.00016903001779971618
62,0.00015888145602534803
63,0.00014176703013558907
